DATE,TIME,MODEL CODE,TYPE,BARCODE,SERIAL No.,PASS/NG,50Hz WATTAGE ,50Hz WATTAGE PASS,50Hz WATTAGE  FLUCTUATE,50Hz AIR VOLUME ,50Hz CLOSED PRESSURE ,50Hz AMPERAGE,60Hz WATTAGE ,60Hz AIR VOLUME ,60Hz CLOSED PRESSURE ,60Hz AMPERAGE,50Hz VOLTAGE,50Hz PRESSURE ,60Hz VOLTAGE,60Hz PRESSURE ,50Hz WATTAGE (LSL),50Hz WATTAGE (USL),50Hz AIR VOLUME (LSL),50Hz AIR VOLUME (USL),50Hz CLOSED PRESSURE (LSL),50Hz CLOSED PRESSURE (USL),50Hz AMPERAGE (LSL),50Hz AMPERAGE (USL),60Hz WATTAGE (LSL),60Hz WATTAGE (USL),60Hz AIR VOLUME (LSL),60Hz AIR VOLUME (USL),60Hz CLOSED PRESSURE （LSL）,60Hz CLOSED PRESSURE （USL）,60Hz AMPERAGE (LSL),60Hz AMPERAGE (USL),50Hz WATTAGE (PASS/NG),50Hz AIR VOLUME (PASS/NG),50Hz CLOSED PRESSURE (PASS/NG),50Hz AMPERAGE (PASS/NG),60Hz WATTAGE (PASS/NG),60Hz AIR VOLUME (PASS/NG),60Hz CLOSED PRESSURE (PASS/NG),60Hz AMPERAGE (PASS/NG),LEAK TEST (PASS/NG),I-TEST (PASS/NG),W-TEST (PASS/NG),50Hz EARTH TEST (PASS/NG),60Hz EARTH TEST (PASS/NG),DUMMY (PASS/NG),50Hz EARTH RESISTANCE,60Hz EARTH RESISTANCE,DUMMY TYPE,50Hz ROOM TEMPERATURE,50Hz INSIDE TEMPERATURE,50Hz BLOWER M TEMPERATURE,50Hz BLOWER T TEMPERATURE,60Hz ROOM TEMPERATURE,60Hz INSIDE TEMPERATURE,60Hz BLOWER M TEMPERATURE,60Hz BLOWER T TEMPERATURE,50Hz CLOSED AIR VOLUME ,60Hz CLOSED AIR VOLUME ,LEAK PRESSURE,MF 0:200L 1:500L,BARCODE READ 0:OFF 1:ON
24/07/2025,15:19:20,200HP4300P,N,,250700007,1,1.92E+02,192.1,,1.85E+02,5.36E+01,1.25E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E+02,2.00E+01,0.00E+00,0.00E+00,1.78E+02,2.09E+02,1.79E+02,2.06E+02,5.16E+01,6.04E+01,0.00E+00,9.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,1,1,1,0,0,0,0,1,1,1,3,3,0,0.00E+00,0.00E+00,0,2.44E+01,2.48E+01,2.53E+01,2.74E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E-01,0.00E+00,3.00E-01,1,0
24/07/2025,15:21:38,200HP4300P,N,,250700008,1,1.98E+02,198.2,,1.90E+02,5.42E+01,1.27E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E+02,2.00E+01,0.00E+00,0.00E+00,1.78E+02,2.09E+02,1.79E+02,2.06E+02,5.16E+01,6.04E+01,0.00E+00,9.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,1,1,1,0,0,0,0,1,1,1,3,3,0,0.00E+00,0.00E+00,0,2.44E+01,2.49E+01,2.54E+01,2.71E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.00E-01,0.00E+00,3.00E-01,1,0
24/07/2025,15:23:02,200HP4300P,N,,250700009,1,2.00E+02,200.2,,1.91E+02,5.48E+01,1.27E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E+02,2.00E+01,0.00E+00,0.00E+00,1.78E+02,2.09E+02,1.79E+02,2.06E+02,5.16E+01,6.04E+01,0.00E+00,9.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,1,1,1,0,0,0,0,1,1,1,3,3,0,0.00E+00,0.00E+00,0,2.44E+01,2.48E+01,2.53E+01,2.70E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E-01,0.00E+00,3.00E-01,1,0
24/07/2025,15:24:20,200HP4300P,N,,250700010,1,1.94E+02,193.5,,1.85E+02,5.37E+01,1.25E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E+02,2.00E+01,0.00E+00,0.00E+00,1.78E+02,2.09E+02,1.79E+02,2.06E+02,5.16E+01,6.04E+01,0.00E+00,9.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,1,1,1,0,0,0,0,1,1,1,3,3,0,0.00E+00,0.00E+00,0,2.45E+01,2.49E+01,2.54E+01,2.71E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.00E-01,0.00E+00,4.00E-01,1,0
24/07/2025,15:25:27,200HP4300P,N,,250700011,1,1.94E+02,193.6,,1.86E+02,5.38E+01,1.26E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E+02,2.00E+01,0.00E+00,0.00E+00,1.78E+02,2.09E+02,1.79E+02,2.06E+02,5.16E+01,6.04E+01,0.00E+00,9.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,1,1,1,0,0,0,0,1,1,1,3,3,0,0.00E+00,0.00E+00,0,2.44E+01,2.48E+01,2.54E+01,2.70E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.00E-01,0.00E+00,4.00E-01,1,0
24/07/2025,15:26:54,200HP4300P,N,,250700012,1,1.96E+02,196.2,,1.89E+02,5.37E+01,1.26E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E+02,2.00E+01,0.00E+00,0.00E+00,1.78E+02,2.09E+02,1.79E+02,2.06E+02,5.16E+01,6.04E+01,0.00E+00,9.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,1,1,1,0,0,0,0,1,1,1,3,3,0,0.00E+00,0.00E+00,0,2.44E+01,2.49E+01,2.54E+01,2.71E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E-01,0.00E+00,3.00E-01,1,0
24/07/2025,15:28:04,200HP4300P,N,,250700013,1,1.96E+02,195.6,,1.86E+02,5.32E+01,1.27E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E+02,2.00E+01,0.00E+00,0.00E+00,1.78E+02,2.09E+02,1.79E+02,2.06E+02,5.16E+01,6.04E+01,0.00E+00,9.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,1,1,1,0,0,0,0,1,1,1,3,3,0,0.00E+00,0.00E+00,0,2.44E+01,2.49E+01,2.53E+01,2.71E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E-01,0.00E+00,3.00E-01,1,0
24/07/2025,15:29:51,200HP4300P,N,,250700014,1,1.94E+02,193.7,,1.87E+02,5.38E+01,1.25E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E+02,2.00E+01,0.00E+00,0.00E+00,1.78E+02,2.09E+02,1.79E+02,2.06E+02,5.16E+01,6.04E+01,0.00E+00,9.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,1,1,1,0,0,0,0,1,1,1,3,3,0,0.00E+00,0.00E+00,0,2.44E+01,2.49E+01,2.53E+01,2.69E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E-01,0.00E+00,3.00E-01,1,0
24/07/2025,15:31:07,200HP4300P,N,,250700015,1,1.96E+02,195.7,,1.88E+02,5.36E+01,1.25E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E+02,2.00E+01,0.00E+00,0.00E+00,1.78E+02,2.09E+02,1.79E+02,2.06E+02,5.16E+01,6.04E+01,0.00E+00,9.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,1,1,1,0,0,0,0,1,1,1,3,3,0,0.00E+00,0.00E+00,0,2.45E+01,2.49E+01,2.55E+01,2.71E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E-01,0.00E+00,3.00E-01,1,0
24/07/2025,15:34:57,200HP4300P,N,,250700016,1,1.93E+02,193.3,,1.86E+02,5.41E+01,1.26E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E+02,2.00E+01,0.00E+00,0.00E+00,1.78E+02,2.09E+02,1.79E+02,2.06E+02,5.16E+01,6.04E+01,0.00E+00,9.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,1,1,1,0,0,0,0,1,1,1,3,3,0,0.00E+00,0.00E+00,0,2.45E+01,2.49E+01,2.53E+01,2.66E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E-01,0.00E+00,3.00E-01,1,0
24/07/2025,15:37:17,200HP4300P,N,,250700017,1,1.97E+02,197,,1.88E+02,5.29E+01,1.27E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E+02,2.00E+01,0.00E+00,0.00E+00,1.78E+02,2.09E+02,1.79E+02,2.06E+02,5.16E+01,6.04E+01,0.00E+00,9.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,1,1,1,0,0,0,0,1,1,1,3,3,0,0.00E+00,0.00E+00,0,2.44E+01,2.49E+01,2.54E+01,2.68E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E-01,0.00E+00,2.00E-01,1,0
24/07/2025,15:38:50,200HP4300P,N,,250700018,1,1.95E+02,195.3,,1.88E+02,5.41E+01,1.26E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E+02,2.00E+01,0.00E+00,0.00E+00,1.78E+02,2.09E+02,1.79E+02,2.06E+02,5.16E+01,6.04E+01,0.00E+00,9.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,1,1,1,0,0,0,0,1,1,1,3,3,0,0.00E+00,0.00E+00,0,2.44E+01,2.49E+01,2.53E+01,2.67E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E-01,0.00E+00,3.00E-01,1,0
24/07/2025,15:40:45,200HP4300P,N,,250700019,1,1.93E+02,193.4,,1.85E+02,5.39E+01,1.26E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E+02,2.00E+01,0.00E+00,0.00E+00,1.78E+02,2.09E+02,1.79E+02,2.06E+02,5.16E+01,6.04E+01,0.00E+00,9.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,1,1,1,0,0,0,0,1,1,1,3,3,0,0.00E+00,0.00E+00,0,2.44E+01,2.49E+01,2.53E+01,2.67E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E-01,0.00E+00,4.00E-01,1,0
24/07/2025,15:44:44,200HP4300P,N,,250700020,1,1.94E+02,193.6,,1.86E+02,5.38E+01,1.26E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E+02,2.00E+01,0.00E+00,0.00E+00,1.78E+02,2.09E+02,1.79E+02,2.06E+02,5.16E+01,6.04E+01,0.00E+00,9.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,1,1,1,0,0,0,0,1,1,1,3,3,0,0.00E+00,0.00E+00,0,2.44E+01,2.49E+01,2.53E+01,2.64E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E-01,0.00E+00,4.00E-01,1,0
24/07/2025,15:46:55,200HP4300P,N,,250700021,1,1.93E+02,193.3,,1.85E+02,5.30E+01,1.25E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E+02,2.00E+01,0.00E+00,0.00E+00,1.78E+02,2.09E+02,1.79E+02,2.06E+02,5.16E+01,6.04E+01,0.00E+00,9.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,1,1,1,0,0,0,0,1,1,1,3,3,0,0.00E+00,0.00E+00,0,2.44E+01,2.50E+01,2.53E+01,2.65E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E-01,0.00E+00,3.00E-01,1,0
24/07/2025,15:50:47,200HP4300P,N,,250700022,1,1.92E+02,192.2,,1.85E+02,5.34E+01,1.26E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E+02,2.00E+01,0.00E+00,0.00E+00,1.78E+02,2.09E+02,1.79E+02,2.06E+02,5.16E+01,6.04E+01,0.00E+00,9.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,1,1,1,0,0,0,0,1,1,1,3,3,0,0.00E+00,0.00E+00,0,2.46E+01,2.49E+01,2.52E+01,2.62E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E-01,0.00E+00,4.00E-01,1,0
24/07/2025,15:53:53,200HP4300P,N,,250700023,1,1.97E+02,197.4,,1.88E+02,5.45E+01,1.26E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E+02,2.00E+01,0.00E+00,0.00E+00,1.78E+02,2.09E+02,1.79E+02,2.06E+02,5.16E+01,6.04E+01,0.00E+00,9.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,1,1,1,0,0,0,0,1,1,1,3,3,0,0.00E+00,0.00E+00,0,2.44E+01,2.49E+01,2.52E+01,2.62E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E-01,0.00E+00,3.00E-01,1,0
24/07/2025,15:55:41,200HP4300P,N,,250700024,1,1.98E+02,198.2,,1.90E+02,5.37E+01,1.26E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E+02,2.00E+01,0.00E+00,0.00E+00,1.78E+02,2.09E+02,1.79E+02,2.06E+02,5.16E+01,6.04E+01,0.00E+00,9.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,1,1,1,0,0,0,0,1,1,1,3,3,0,0.00E+00,0.00E+00,0,2.44E+01,2.49E+01,2.52E+01,2.63E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.00E-01,0.00E+00,3.00E-01,1,0
24/07/2025,15:57:08,200HP4300P,N,,250700025,1,1.91E+02,191.3,,1.85E+02,5.27E+01,1.24E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E+02,2.00E+01,0.00E+00,0.00E+00,1.78E+02,2.09E+02,1.79E+02,2.06E+02,5.16E+01,6.04E+01,0.00E+00,9.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,1,1,1,0,0,0,0,1,1,1,3,3,0,0.00E+00,0.00E+00,0,2.44E+01,2.49E+01,2.52E+01,2.64E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E-01,0.00E+00,5.00E-01,1,0
24/07/2025,16:12:01,200HP4300P,N,,250700026,1,1.94E+02,194.2,,1.86E+02,5.35E+01,1.24E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E+02,2.00E+01,0.00E+00,0.00E+00,1.78E+02,2.09E+02,1.79E+02,2.06E+02,5.16E+01,6.04E+01,0.00E+00,9.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,1,1,1,0,0,0,0,1,1,1,3,3,0,0.00E+00,0.00E+00,0,2.42E+01,2.48E+01,2.50E+01,2.59E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E-01,0.00E+00,3.00E-01,1,0
24/07/2025,16:13:16,200HP4300P,N,,250700027,1,1.91E+02,191.2,,1.85E+02,5.31E+01,1.24E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E+02,2.00E+01,0.00E+00,0.00E+00,1.78E+02,2.09E+02,1.79E+02,2.06E+02,5.16E+01,6.04E+01,0.00E+00,9.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,1,1,1,0,0,0,0,1,1,1,3,3,0,0.00E+00,0.00E+00,0,2.43E+01,2.49E+01,2.50E+01,2.59E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E-01,0.00E+00,3.00E-01,1,0
24/07/2025,16:15:27,200HP4300P,N,,250700028,1,1.94E+02,193.7,,1.87E+02,5.37E+01,1.25E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E+02,2.00E+01,0.00E+00,0.00E+00,1.78E+02,2.09E+02,1.79E+02,2.06E+02,5.16E+01,6.04E+01,0.00E+00,9.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,1,1,1,0,0,0,0,1,1,1,3,3,0,0.00E+00,0.00E+00,0,2.43E+01,2.49E+01,2.50E+01,2.59E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E-01,0.00E+00,2.00E-01,1,0
24/07/2025,16:27:45,200HP4300P,N,,250700029,1,1.93E+02,192.5,,1.86E+02,5.34E+01,1.26E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E+02,2.01E+01,0.00E+00,0.00E+00,1.78E+02,2.09E+02,1.79E+02,2.06E+02,5.16E+01,6.04E+01,0.00E+00,9.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,1,1,1,0,0,0,0,1,1,1,3,3,0,0.00E+00,0.00E+00,0,2.43E+01,2.49E+01,2.48E+01,2.52E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E-01,1,0
